entity_type,name_ukr,name_local,name_eng,common_abbreviation,country,collaboration_type,domain,ru_world_partners,political_affiliation,ideological_platform,russian_money,observer_border_violation,prorussian_statements,wiki_or_website,photo_link,regrets,short_description
організація,Творче об'єднання «Culture Connection»,Творческое объединение «Culture Connection»,Culture Connection Creative Union,,Belgium,росіяни,humanitarian,так,,other,,,,http://cultureconnection.be/,,,an agency that brings Russian artists to Belgium
організація,Бельгійська асоціація викладачів російської мови та літератури,Бельгийская ассоциация преподавателей русского языка и литературы,Belgian Association of Teachers of Russian Language and Literature,БАПРЯЛ,Belgium,росіяни,humanitarian,так,,other,,,,https://russkiymir.ru/catalogue/company_view.php?id=1222,,,non-governmental organization of Russians
організація,Союз радянських громадян у Бельгії,Союз советских граждан в Бельгии ,Union of Soviet Citizens in Belgium,,Belgium,росіяни,humanitarian,так,,other,,,,https://ruscentre.be/news/v-belgii-otkrylsja-memorialnyi-muzei-soyuza-sovetskih-grazhdan.html,,,the oldest organization of compatriots in Belgium
організація,"Бельгійська російськомовна Асоціація ""Гармонія""",Бельгийская русскоязычная Ассоциация Гармония,"Belgian Russian-speaking Association ""Harmony""",,Belgium,любителі,humanitarian,,,other,,,,http://www.airbeharmonie.be/,,,educational organization
організація,Каплиця Благовіщення Пресвятої Богородиці,Chapel of the Annunciation of the Holy Mother of God,Chapel of the Annunciation of the Holy Mother of God,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Монастир Іверської ікони Божої Матері,Monastery of the Iver icon of the Mother of God,Monastery of the Iver icon of the Mother of God,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,"Монастир ікони Божої Матері ""Всіх скорботних Радість""","Monastery of the Icon of the Mother of God ""Joy of All the Sorrowful""","Monastery of the Icon of the Mother of God ""Joy of All the Sorrowful""",,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Парафія преподобного Серафима Саровського,Parish of Saint Seraphim of Sarovsky,Parish of Saint Seraphim of Sarovsky,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Парафія св. Апостола Іоанна Богослова,Parish of St. Apostle John the Theologian,Parish of St. Apostle John the Theologian,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Парафія св. Апостола та євангеліста Матвія,Parish of St. Apostle and evangelist Matthew,Parish of St. Apostle and evangelist Matthew,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Парафія святого Богоявлення (Хрещення Господнього),Parish of the Holy Epiphany (Baptism of the Lord),Parish of the Holy Epiphany (Baptism of the Lord),,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Свято-Микільський кафедральний храм,St. Michael Cathedral,St. Michael Cathedral,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Університетська православна каплиця,University Orthodox Chapel,University Orthodox Chapel,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Храм Воздвиження чесного та життєдайного Хреста,Church of the Exaltation of the Fair and Life-Giving Cross,Church of the Exaltation of the Fair and Life-Giving Cross,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,"Храм ікони Божої Матері ""Живоносне Джерело""","Church of the Icon of the Mother of God ""Life-Bearing Spring""","Church of the Icon of the Mother of God ""Life-Bearing Spring""",,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Храм Покрови Пресвятої Богородиці,Church of the Intercession of the Holy Mother of God,Church of the Intercession of the Holy Mother of God,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Храм Різдва Пресвятої Богородиці,Church of the Nativity of the Holy Mother of God,Church of the Nativity of the Holy Mother of God,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Храм Різдва Христового,Church of the Nativity of Christ,Church of the Nativity of Christ,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Храм св. Архістратига Божого Михайла,Church of St. Archstrategist of God Michael,Church of St. Archstrategist of God Michael,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Храм Святої Живоначальної Трійці,Church of the Holy Life-giving Trinity,Church of the Holy Life-giving Trinity,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Храм святої праведної Анни,Church of St. Righteous Anna,Church of St. Righteous Anna,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Храм Святої Трійці,Church of the Holy Trinity,Church of the Holy Trinity,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%8E%D1%81%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,Brussels-Belgian Diocese of the Moscow Patriarchy of the Russian Orthodox Church
організація,Храм св. прав. Йова Багатостраждального,Church of St. Iov the Long-suffering,Church of St. Iov the Long-suffering,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%97%D0%B0%D0%BF%D0%B0%D0%B4%D0%BD%D0%BE-%D0%95%D0%B2%D1%80%D0%BE%D0%BF%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,British and Western European Diocese of the ROCOR
організація,Церква Воскресіння Христового,Church of the Resurrection of Christ,Church of the Resurrection of Christ,,Belgium,росіяни,church,,,other,,,,https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BD%D0%B4%D0%BE%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8_%D0%97%D0%B0%D0%BF%D0%B0%D0%B4%D0%BD%D0%BE-%D0%95%D0%B2%D1%80%D0%BE%D0%BF%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B5%D0%BF%D0%B0%D1%80%D1%85%D0%B8%D1%8F,,,British and Western European Diocese of the ROCOR
організація,Представництво РПЦ при європейських міжнародних організаціях,Representation of the Russian Orthodox Church at European international organizations,Representation of the Russian Orthodox Church at European international organizations,,Belgium,росіяни,church,,,other,,,,http://www.orthodoxru.eu/,,,diplomatic representation of the Russian Orthodox Church in Europe
людина,Христо Ніколов,Христо Николов,Khristo Nikolov,,Bulgaria,прагматик,public activity,,,other,,https://ru.krymr.com/a/krym-bolgariya-sanktsii-voyna/31919123.html,,https://myrotvorets.center/criminal/nikolov-khristo-stoyanov/,,,"head of the ""Association of Professional Rose Growers of Bulgaria"""
людина,Делян Пеєвські,Делян Пеевски,Delyan Peevski,,Bulgaria,прагматик,public activity,,,other,https://frognews.bg/obshtestvo/aktualno/newsweek-razkri-vrazka-mejdu-delian-peevski-ruskite-slujbi-biznesa-emiliian-gebrev.html,,,https://bg.wikipedia.org/wiki/%D0%94%D0%B5%D0%BB%D1%8F%D0%BD_%D0%9F%D0%B5%D0%B5%D0%B2%D1%81%D0%BA%D0%B8,,,"media mogul, entrepreneur, ex-deputy"
людина,Ахмед Доган,Ахмед Доган,Ahmed Dogan,,Bulgaria,прагматик,public activity,,,other,,,https://trud.bg/%D0%B0%D1%85%D0%BC%D0%B5%D0%B4-%D0%B4%D0%BE%D0%B3%D0%B0%D0%BD-%D1%80%D1%83%D1%81%D0%B8%D1%8F-%D1%81%D0%B5-%D0%B2%D1%8A%D0%B7%D1%80%D0%B0%D0%B6%D0%B4%D0%B0-%D0%BA%D0%B0%D1%82%D0%BE-%D0%B0%D0%BB%D1%82/,https://bg.wikipedia.org/wiki/%D0%90%D1%85%D0%BC%D0%B5%D0%B4_%D0%94%D0%BE%D0%B3%D0%B0%D0%BD,,,honorary president of the Movement for Rights and Freedoms
людина,Радослава Ставрева,Радослава Ставрева,Radoslava Stavreva,,Bulgaria,любитель,public activity,,,other,,https://galaroza.ru/23-ijunya-2021-sostoitsya-press-konferenciya/,,https://myrotvorets.center/criminal/stavreva-radoslava-spasova/,,,the vice-mayor of the city of Pervomai
людина,Євген Велков,Евгени Велков ,Evgeni Velkov,,Bulgaria,прагматик,public activity,,,other,,http://anton-shekhovtsov.blogspot.com/2014/11/fake-monitors-observe-fake-elections-in.html,,https://myrotvorets.news/rapoportleaks-kremlivska-ahentura-v-yevr/,,,head of the European Communication Center
людина,Пламен Мілетков,Пламен Милетков,Plamen Miletkov,,Bulgaria,прагматик,public activity,,,other,,https://www.blackseanews.net/en/read/137624,https://eurasia.expert/authors/plamen-miletkov/,https://myrotvorets.center/criminal/miletkov-plamen/,,,chairman of the Assembly of Peoples of Bulgaria
людина,Світлана Шаренкова,Светлана Шаренкова,Svetlana Sharenkova,,Bulgaria,прагматик,public activity,,,other,,https://www.fakeobservers.org/biased-observation-database/details/sharenkova-svetlana.html,,https://bg.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%82%D0%BB%D0%B0%D0%BD%D0%B0_%D0%A8%D0%B0%D1%80%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2%D0%B0,,,chairman of the Bulgarian-Russian Forum
людина,Марина Дадікозян,Марина Дадикозян,Marina Dadikozian,,Bulgaria,росіяни,public activity,,,other,,,,https://vksrs.com/persons/marina_dadikozyan/,,,head of the Coordinating Council of Compatriots
людина,Сніжана Тодорова,Снежана Тодорова,Snezhana Todorova,,Bulgaria,любитель ,public activity,,,other,,,https://antifashist.com/item/v-bolgarii-arestovany-lidery-dvizheniya-rusofily-ih-obvinyayut-v-shpionazhe-a-oni-prosto-lyubyat-rossiyu-podrobnosti-dela.html,https://bg.wikipedia.org/wiki/%D0%A1%D1%8A%D1%8E%D0%B7_%D0%BD%D0%B0_%D0%B1%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D1%82%D0%B5_%D0%B6%D1%83%D1%80%D0%BD%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8,,,head of the Union of Bulgarian Journalists
людина,Ніколай Малинов,Николай Малинов,Nikolai Malinov,,Bulgaria,любитель ,public activity,,,other,,https://www.blackseanews.net/en/read/140574,https://rusofili.bg/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9-%D0%9C%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2-%D0%94%D0%B0%D0%B2%D0%B0%D0%B9%D1%82%D0%B5-%D1%88%D0%B8%D1%80%D0%BE%D0%BA%D0%BE-%D0%BE%D1%82%D0%BA%D1%80%D0%BE/,https://rusofili.bg/rusofili-bg-%d1%87%d0%b5%d1%81%d1%82%d0%b8%d1%82%d0%b8-%d1%80%d0%be%d0%b6%d0%b4%d0%b5%d0%bd%d0%b8%d1%8f%d1%82-%d0%bd%d0%b0-%d0%bf%d1%80%d0%b5%d0%b4%d1%81%d0%b5%d0%b4%d0%b0%d1%82%d0%b5%d0%bb%d1%8f/,,,"chairman of the ""Rusophiles"" society, co-founder of the media ""Russian Diary"""
людина,Андрій Пантєв,Андрей Пантев,Andrei Pantev,,Bulgaria,любитель,public activity,,,other,,https://www.blackseanews.net/en/read/140574,https://inosmi.ru/20210922/250550813.html,https://bg.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%9F%D0%B0%D0%BD%D1%82%D0%B5%D0%B2,,,"ex-member of the Parliament of Bulgaria, professor at Sofia University"
людина,Боян Станіславський,Боян Станиславски,Bojan Stanisławski,,Bulgaria,прагматик,public activity,,,other,,https://www.fakeobservers.org/biased-observation-database/details/stanislawski-bojan.html,,https://baricada.org/author/bojan/,,,journalist and activist of the trade union movement
людина,Христо Марінов,Христо Маринов,Christo Marinov,,Bulgaria,прагматик,public activity,,,other,,https://www.mfaua.org/ru/projects/nezakonnye-vyzyty-ynostrannykh-hrazhdan-na-terrytoryiu-okkupyrovannoho-kryma-v-fevrale-mae-2018-ytohy-monytorynha,https://rus.bg/obschestvo/obschestvo/21094-bolgarskij-politik-podderzhal-ideyu-otmeny-akta-1954-goda-o-peredache-kryma-ussr,,,,"head of the public fund ""Narodnoe edinenie"" (People's unity)"
людина,Стоян Тодоров,Стоян Тодоров,Stoyan Todorov,,Bulgaria,любитель ,public activity,,,other,,,https://ura.news/news/1052546293,,,,Immortal Regiment (Bessmertnyy pork) coordinator
людина,Явор Генов,Явор Генов,Yavor Genov,,Bulgaria,любитель ,public activity,,,other,,,http://nationalinterest.world/v-rossii/rusofobia-i-fasizm-vsegda-idut-ruka-ob-ruku-lider-bolgarskogo-obsenarodnogo-souza-boevaa-druzba-avor-genov,https://www.linkedin.com/in/%D1%8F%D0%B2%D0%BE%D1%80-%D0%B3%D0%B5%D0%BD%D0%BE%D0%B2-a99b6869/?originalSubdomain=bg,,,"leader of the ""Combat Friendship""Union"
людина,Михайло Мірчев,Михаил Мирчев,Mikhail Mirchev,,Bulgaria,любитель ,public activity,,,other,,,https://www.facebook.com/profile.php?id=100063635379814,https://www.mirchev.bg/,,,"political scientist, professor at the University of National and World Economy"
людина,Лора Радева,Лора Радева,Lora Radeva,,Bulgaria,прагматик,public activity,,,other,,https://www.fakeobservers.org/biased-observation-database/details/radeva-lora.html,,,,,human rights defender
людина,Мілуш Мілушев,Милуш Милушев,Milush Milushev,,Bulgaria,прагматик,public activity,,,other,,https://www.mfaua.org/ru/projects/nezakonnye-vyzyty-ynostrannykh-hrazhdan-na-terrytoryiu-okkupyrovannoho-kryma-v-fevrale-mae-2018-ytohy-monytorynha,https://crimea.ria.ru/20180420/1114276914.html,,,,"representative of the organization ""Bulgarian Military Union"""
людина,Захарій Захарієв,Захари Захариев,Zakhari Zakhariev,,Bulgaria,любитель ,public activity,,,other,,,https://berdsk-online.ru/news/nam-soobshchayut/dvizhenie-sut-vremeni-otprazdnovalo-100-letie-revolyucii,https://rossaprimavera.ru/news/1b9205bd,,,"president of ""Slavyane"" society, member of the National Council of the Socialist Party"
людина,Юрій Борисов,Юрий Борисов,Yuriy Borisov,,Bulgaria,любитель ,public activity,,,other,,,https://antifashist.com/item/v-bolgarii-arestovany-lidery-dvizheniya-rusofily-ih-obvinyayut-v-shpionazhe-a-oni-prosto-lyubyat-rossiyu-podrobnosti-dela.html,,,,"secretary of ""Rusophiles"" society"
організація,Болгарсько-російська торгово-промислова палата,Болгарско-российская торгово-промышленная палата,Bulgarian-Russian Chamber of Commerce and Industry,,Bulgaria,прагматик,public activity,,,other,,,,http://bulgaria.tpprf.ru/ru/,,,business association
організація,Балканська асоціація російських співвітчизників,Балканская ассоциация российских соотечественников,Balkan Association of Russian Compatriots,,Bulgaria,росіяни,public activity,,,other,,,,https://rus.fund/organizations/89/,,,non-governmental organization
організація,Координаційна рада організацій російських співвітчизників у Болгарії,Координационный совет организаций российских соотечественников в Болгарии ,Coordinating Council of Organizations of Russian Compatriots in Bulgaria,,Bulgaria,росіяни,public activity,так,,other,,,,https://vksrs.com/koordinatsionnye-sovety/map/bg/,,,non-governmental organization
організація,"Товариство тих, хто вчилися та спеціалізувалися в Росії та СНД ім. Найдена Герова",Общество учившихся и специализировавшихся в Рoccии и СНГ им. Найдена Герова,Society of those who studied and specialized in Russia and the CIS. Found Gerova,,Bulgaria,любитель ,public activity,,,other,,,,https://www.alumnirussia.org/associations/bulgaria,,,non-governmental organization
організація,Болгарська загальнонародна спілка «Бойова дружба»,Болгарский общенародный союз «Боевая дружба»,"Bulgarian National Union ""Fighting Friendship""",,Bulgaria,любитель ,public activity,так,,other,https://vvesti.com/analitika/lider-bolgarskogo-obshchenarodnogo-soyuza-boevaya-druzhba-yavor-genov-tolko-ob-edinivshis-veterany-smogut-dobitsya-bolshego,,http://nationalinterest.world/v-rossii/rusofobia-i-fasizm-vsegda-idut-ruka-ob-ruku-lider-bolgarskogo-obsenarodnogo-souza-boevaa-druzba-avor-genov,https://bbratstvo.com/2022/03/15/bolgarskiy-obschenarodnyy-soyuz-boevaya-druzhba-podderzhivaet-rossiyskuyu-armiyu,,,pro-Russian veteran organization
людина,Іван Крастев,Иван Крастев,Ivan Krastev,,Bulgaria,прагматик,expert,,,other,https://ru.valdaiclub.com/about/experts/3834/,,,https://bg.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD_%D0%9A%D1%80%D1%8A%D1%81%D1%82%D0%B5%D0%B2_(%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%BE%D0%BB%D0%BE%D0%B3),,,"political scientist, head of the Center for Liberal Strategies"
людина,Дениця Йотова,Деница Йотова,Denica Yotova,,Bulgaria,прагматик,expert,,,other,,,https://www.picreadi.com/participants2018,https://ecfr.eu/profile/denica_yotova/,,,program coordinator of the European Council on International Affairs
організація,Центр ліберальної стратегії ,Център за либерални стратегии,Center for liberal strategy,,Bulgaria,прагматик,expert,,,other,,,,https://www.cls-sofia.org/,,1,think tank with pro-Russian narratives
людина,Борис Анзов,Борис Анзов,Boris Anzov,,Bulgaria,любитель,media,,,other,,https://www.mfaua.org/ru/projects/nezakonnye-vyzyty-ynostrannykh-hrazhdan-na-terrytoryiu-okkupyrovannoho-kryma-v-fevrale-mae-2018-ytohy-monytorynha,,,,,journalist
людина,Мірена Філіпова,Мирена Филипова,Mirena Filipova,,Bulgaria,прагматик,media,,,other,,https://www.fakeobservers.org/biased-observation-database/details/filipova-mirena.html,,https://baricada.org/author/mirena_filipova/,,,baricada.org journalist
людина,Петар Волгін,Петър Волгин,Petar Volgin,,Bulgaria,любителі,media,,,other,,,https://ipi.media/is-bulgaria-the-weak-link-in-europes-fight-against-russian-disinformation-capital/,https://bg.wikipedia.org/wiki/%D0%9F%D0%B5%D1%82%D1%8A%D1%80_%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD,,0,"journalist, host of national radio, openly supports the Kremlin"
людина,Мартін Карбовскі,Мартин Карбовски,Martin Karbovski,,Bulgaria,прагматик,media,,,other,,,https://www.politico.eu/article/bulgaria-ukraine-russia-war-nato-fault/,https://bg.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%82%D0%B8%D0%BD_%D0%9A%D0%B0%D1%80%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B8,,0,"journalist, radio host"
людина,Стефан Пройнов,Стефан Пройнов,Stefan Proynov,,Bulgaria,прагматик,media,,,other,https://books.google.com.ua/books?id=SDeCDwAAQBAJ&pg=PT183&lpg=PT183&dq=%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD+%D0%9F%D1%80%D0%BE%D0%B9%D0%BD%D0%BE%D0%B2&source=bl&ots=clbtJoSeKA&sig=ACfU3U3dFBtQeyfKgJw2KjW44eGUIkhjJw&hl=uk&sa=X&ved=2ahUKEwixpP7d6sv6AhXv-ioKHbIVALQQ6AF6BAhZEAM#v=onepage&q=%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD%20%D0%9F%D1%80%D0%BE%D0%B9%D0%BD%D0%BE%D0%B2&f=false,,https://www.stopfake.org/en/made-in-bulgaria-pro-russian-propaganda/,,,,the head of the internet troll factory
людина,Ніколай Драганов,Николай Драганов,Nikolay Draganov,,Bulgaria,прагматик,media,,,other,,https://www.fakeobservers.org/biased-observation-database/details/draganov-nikolay.html,,,,,"political journalist for News.bg, BGNES Information Agency and BiT Television"
організація,bgr.news-front.info,bgr.news-front.info,bgr.news-front.info,,Bulgaria,,media,,,other,,,https://www.bta.bg/en/news/bulgaria/290850-russian-online-propaganda-in-bulgaria,,,,the Bulgarian version of the popular Russian propaganda resource
організація,a-specto.bg,a-specto.bg,A-specto,,Bulgaria,,media,,,other,,,https://www.eurozine.com/co-opting-discontent-russian-propaganda-in-the-bulgarian-media/,,,,media spreading Kremlin propaganda
організація,Classa.bg,Classa.bg,Classa,,Bulgaria,,media,,,other,,,https://www.bta.bg/en/news/bulgaria/290850-russian-online-propaganda-in-bulgaria,,,,media spreading Kremlin propaganda
