mother,stepdaughter,category_for_map,,name,city,link,country,address,Latitude,Longitude
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of the Annunciation of the Most Holy Theotokos,Ганновер,www.rokmp.de,Germany,"Schulenburger Landstrasse 126a, Hannover",52.40657270000001,9.712592299999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community of orthodox Joachim and Anna,Гейдельберг,www.rokmp.de,Germany,"Ploeck 4, 69177 Heidelberg",49.40876979999999,8.6959355
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Гаазька і Нідерландська єпархія,Russian Orthodox Monastery of St. Nicholas the Wonderworker in Hemelyum,Гемелюм,www.russian-diocese.nl,Netherlands,"Buorren 18, 8584 VC Hemelum",52.88192670000001,5.4552855
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Transfiguration of the Lord,Генуя,http://ortodossia.org/,Italy,Chiesa alla salita della Seta 3r — Genova,44.4047244,8.9290947
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Благочиння РПЦ МП в Швеції,Parish in the name of the Protection of the Mother of God,Гетеборг,http://sweden.cerkov.ru/,Sweden,"Runstavsgatan 9, Göteborg",57.7483024,12.0273188
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Archangel Michael of God,Геттинген,www.rokmp.de,Germany,"Stauffenbergring 4, 37075 Göttingen",51.5477858,9.9601937
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Men's Monastery of George the Victorious in Götschendorf,Гетшендорф,www.rokmp.de,Germany,"Germany, St. Georgskloster, Russische Orthodoxe Kirche Götschendorf 33, 17268 Milmersdorf",53.0919039,13.672106
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Parish in honor of the icon of the Mother of God ""Zhyrovytska""",Гіссен,www.rokmp.de,Germany,"Egerländerstr. 6, 35396 Giessen",50.5957685,8.6772042
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Church of St. Nicholas the Wonderworker,Гіфхорн,www.rokmp.de,Germany,"Bromer Straße 2, 38518 Gifhorn",52.49251,10.5480169
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,St. Kentiger's Parish in Glasgow,Глазго,http://www.sourozh.org/,Great Britain,"866 Govan Road, Glasgow G51 3UU",55.8646469,-4.3130171
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St. Nicholas the Wonderworker,Голвей,http://www.sourozh.org/,Ireland,"Market Place, Galway",53.2898419,-9.0224697
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,The community of Matrona of Moscow,Грайфсвальд,www.rokmp.de,Germany,"An der Christuskirche 1, 17491 Greifswald",54.084117,13.4245659
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Parish in honor of the Intercession of the Mother of God,Гранада,http://orthodoxspain.com,Spain,"Calle Pedro Machuca 21, Granada",37.2034445,-3.6067209
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,"Women's monastery in honor of the icon of the Mother of God ""Korsunska"" in Grassak",Грассак,https://cerkov-ru.com/,France,"France, Doumérac - 16380 Grassac",45.567253,0.418263
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Віденсько-Австрійська єпархія,Russian Orthodox Parish of the Intercession of the Holy Mother of God,Грац,https://austria-diocese.com/,Austria,"Griesplatz 30, 8020 Graz",47.0660649,15.431063
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Гаазька і Нідерландська єпархія,Parish of the Transfiguration of the Lord,Гронінген,www.russian-diocese.nl,Netherlands,"Ganzevoortsingel 2, 9711 AL Groningen",53.213909,6.5618329
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of the Annunciation of the Mother of God,Данді,http://www.sourozh.org/,Great Britain,"Chaplaincy Centre, University of Dundee, Cross Row, Dundee, DD1 4HN",56.45801760000001,-2.9815929
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Resurrection chapel-monument,Дахау,www.rokmp.de,Germany,"Alte Römerstr. 75, 85221 Dachau",48.2682845,11.469956
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,Church of the Holy Trinity in Debrecen,Дебрецен,http://hungary.orthodoxia.org,Hungary,"4029 Debrecen, Késmárk u. 7/c",47.5290019,21.6403876
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,The community of the equal-to-ap. Nicholas of Japan,Деммин,www.rokmp.de,Germany,"St. Bartholomäus Kirche, Kirchplatz 7, 17109 Demmin",53.9067,13.03453
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St. David of Wales in Derby,Дербі,http://www.sourozh.org/,Great Britain,"St. Mary's Bridge, Derby DE1 3AT",52.92713,-1.4751198
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of St. Luke of Crimea,Дибург,www.rokmp.de,Germany,"Minnefeld 36, 64807 Dieburg",49.9016212,8.8427168
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Community in honor of the Holy Trinity,Домодоссола,http://ortodossia.org/,Italy,"via Paolo Silva 1, Domodossola",46.1157382,8.290740999999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of the Holy Life-giving Trinity,Дортмунд,www.rokmp.de,Germany,"Flurstr. 39, 44145 Dortmund",51.5274455,7.4861995
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Church of St. Simeon Divnogorets,Дрезден,www.rokmp.de,Germany,"Fritz-Löffler-Str. 19, 01069 Dresden",51.0334893,13.7312145
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of the Introduction to the Church of the Holy Mother of God,Дрогеда,http://www.sourozh.org/,Ireland,"Peter's Hill, Drogheda, Co. Louth",53.7164568,-6.350891
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of the Holy Apostles Peter and Paul,Дублін,http://www.sourozh.org/,Ireland,"Mount Argus Rd, Dublin 6W",53.3235851,-6.281638099999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of the Royal Martyrs in Douglas,Дуглас,http://www.sourozh.org/,Great Britain,"North Quay, Douglas, IM2 1AZ",54.14876686933668,-4.479808265245264
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Parish in honor of the icon of the Mother of God ""Joy and Consolation""",Дуйсбург,www.rokmp.de,Germany,Norbertuskirchplatz 10 47166 Duisburg,51.4988661,6.7843096
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,Church of St. Nicholas in Gyöngyös,Дьєндьєш,http://hungary.orthodoxia.org,Hungary,"3200 Gyöngyös, Vachott S. u. 12",47.7864501,19.9227028
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Church of the Intercession of the Holy Mother of God,Дюссельдорф,www.rokmp.de,Germany,"Ellerstrasse 213
40227 Düsseldorf",51.2131781,6.8054952
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St. Teneu in Edinburgh,Единбург,http://www.sourozh.org/,Great Britain,"1b Royal Terrace, EH7 5AB",55.9571787,-3.1813822
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,House temple in honor of St. Martin the Confessor and Fr. Genevieve of Paris,Епіне-су-Сенар,https://cerkov-ru.com/,France,"France, 4 rue Sainte-Geneviève",48.9025712,2.2796378
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community in the city of Erfurt,Ерфурт,www.rokmp.de,Germany,"Schonnebeckhöfe, 202, 45327 Essen",51.493074,7.047170599999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Saints Cosmas and Damian the Silverless,Ессен,www.rokmp.de,Germany,"Schonnebeckhöfe, 202, 45327 Essen",51.493074,7.047170599999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Благочиння РПЦ МП в Швеції,Parish of the Assumption of the Mother of God,Євле,http://sweden.cerkov.ru/,Sweden,"Marma Kyrka, Kyrkvägen 2, 814 95 Älvkarleby",60.49190079999999,17.4257246
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Віденсько-Австрійська єпархія,Church of the Intercession of the Holy Mother of God,Зальцбург,https://austria-diocese.com/,Austria,"Christian-Doppler-Strasse 3a, A-5020 Salzburg",47.8098617,13.034686
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Гаазька і Нідерландська єпархія,Parish of Saint Michael the Archangel,Зволле,www.russian-diocese.nl,Netherlands,"Theodorahof 20, 8011 AA Zwolle",52.5110104,6.0849953
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Michael the Archangel and all Heavenly Powers of the Incorporeal,Зинген,www.rokmp.de,Germany,"Erzengel-Michael-Kapelle im Park an der Goethe-Straße, Singen",47.7670971,8.8722387
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community of the Assumption of the Blessed Virgin Mary,Зулінген,www.rokmp.de,Germany,"Edenstrasse 57, 27232 Sulingen",52.6794,8.82217
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Saints equal-to-apostles Tsars Constantine and Elena,Імола,http://ortodossia.org/,Italy,"Piazza  della  Conciliazione, 3 – Imola",44.3535437,11.711888
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Diocesan community in Ipswich,Іспвіч,http://www.sourozh.org/,Great Britain,"St Mary at the Elms, Elm Street, Ipswich IP1 2AB",52.0570613,1.1499808
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community in the city of Jena,Йєна,www.rokmp.de,Germany,"Werner-Seelenbinder-Strasse 26, 07747 Jena",50.8818619,11.6116041
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Благочиння РПЦ МП в Швеції,Archangel Michael Parish,Йонкопінг,http://sweden.cerkov.ru/,Sweden,"Ceciliakyrkan, Ebba Ramsayväg 10, Jönköping",57.80885199999999,14.1496434
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of Saints Equal-to-the-Apostles Constantine and Helen in York,Йорк,http://www.sourozh.org/,Great Britain,"Bishophill Junior, York, YO1 6EN",53.955724,-1.0870382
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Community of the Icon of the Mother of God ""Vladimirskaya""",Кайзерслаутерн,www.rokmp.de,Germany,Kloster Str.6 D- 67655 Kaiserslautern,49.446026,7.773187399999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Parish in honor of St. Great Martyr George and St. Martyr Anastasia,Калонже,http://orthodoxspain.com,Spain,"Avenida Andorra, 21 (C-253), Calonge",41.8474119,3.1009288
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of Saint Sava the Sanctified,Кальярі,http://ortodossia.org/,Italy,"via del Duomo, 23, Cagliari 09124",39.2179864,9.116547899999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Community in honor of Saint Anthony the Great,Канту,http://ortodossia.org/,Italy,via D’Averio 20,45.4598811,9.2005913
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St. Ninian of Whithorn in Carlisle,Карлайл,http://www.sourozh.org/,Great Britain,Карлайл,54.87464445664866,-2.919213302057266
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Благочиння РПЦ МП в Швеції,"Parish in honor of the icon of the Mother of God ""Ghosts of Humility""",Карлстад,http://sweden.cerkov.ru/,Sweden,Drottninggatan 38,59.3320202,18.0632463
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,"Diocesan community of Saint Tikhon, Patriarch of Moscow and All Russia",Каслбар,http://www.sourozh.org/,Ireland,"F23 RY60, Derrycreeve, Co. Mayo",53.84749979999999,-9.4133213
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of the Russian New Martyrs and Confessors,Кассель,www.rokmp.de,Germany,"Steinweg, 34117 Kassel",51.313871,9.5005532
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in the name of St. John of Kronstadt,Кастровілларі,http://ortodossia.org/,Italy,Palazzo Gallo — Piazza Vittorio Emanuele II — 87012 Castrovillari (CS),39.8102849,16.2051809
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the holy martyr Agafia,Катанія,http://ortodossia.org/,Italy,"Piazza Cavour 1, Catania",37.517202,15.0827298
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Saints Equal-to-the-Apostles Tsar Constantine and Queen Elena,Кельн,www.rokmp.de,Germany,"Maria-Ablaß-Platz 14, 50668 Köln",50.9431368,6.951582699999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of Reverend Ephrem Sirin in Cambridge,Кембрідж,http://www.sourozh.org/,Great Britain,"Bridge Street, Cambridge, CB2 1UF",52.2091576,0.1176217
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Church of Saint Nicholas the Wonderworker,Кемптен,www.rokmp.de,Germany,"die katholischen Seelenkapelle, Fürstenstr. 7, Kempten",47.7298059,10.3086928
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Parish of the Prophet John the Baptist, the Forerunner",Кіль,www.rokmp.de,Germany,"Manrade 2, 24105 Kiel",54.3600888,10.1132959
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Diocesan community in King's Lynn,Кінгс Лінн,http://www.sourozh.org/,Great Britain,"St Margaret’s Minster, St Margaret’s Place, King’s Lynn, Norfolk, PE30 5DL",52.751664,0.3956502
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Nativity Parish in Kingston upon Hill,Кінгстон-апон-Хілл,http://www.sourozh.org/,Great Britain,"Saint Charles Borromeo, 12 Jarratt Street, Kingston-upon-Hull, HU1 3HB",53.7468654,-0.3389426
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Parish in honor of the Equal-to-the-Apostles Tsars Konstantin and Elena,Кламар,https://cerkov-ru.com/,France,"France, 83 rue du Moulin-de-Pierre - 92140 Clamart",48.8099067,2.2669523
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,The community of St. Equal-to-the-Apostles Princess Olga in Cleve,Клеве,www.rokmp.de,Germany,"Böllenstege 4, 47533 Kleve",51.7858378,6.1351963
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,Church of St. great martyr Panteleimon,Княжево,http://podvorie-sofia.bg/,Bulgaria,"г. София, бул. Цар Борис Трети, № 202, в двора на „Дом за възрастни хора с деменция“.",42.66380179999999,23.2554895
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of the holy princes Boris and Hleb,Кобленц,www.rokmp.de,Germany,Zwickauer Str. 6 56075 Koblenz-Karthause,50.3369608,7.566062
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,The community of St. Seraphim of Sarov,Кобург,www.rokmp.de,Germany,"Leopoldstr. 15, 96450 Coburg",50.2578335,10.9700924
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Community in honor of the holy apostles Peter and Paul,Комо,http://ortodossia.org/,Italy,"Via Castelnuovo 1, Como 22100",45.8023049,9.102109
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Community in the name of the Dormition of the Most Holy Theotokos,Комо,http://ortodossia.org/,Italy,"piazza San Rocco — via Regina Teodolinda, 61  — Como",45.7980402,9.086550599999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Saint Blessed Prokopius of Ustyuzhsky,Констанц,www.rokmp.de,Germany,"Rheingasse 20, 78462 Konstanz",47.6654126,9.177043399999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of the Holy Trinity of Pentecost,Корк,http://www.sourozh.org/,Ireland,"Fr Matthew Quay, Cork",51.8954635,-8.4705585
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Church of the Nativity of the Holy Mother of God,Кортрейк,https://www.archiepiskopia.be/,Belgium,"Hoog Mosscher 61-76,
Kortrijk",50.8165337,3.2574395
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Community in honor of St. great martyr and healer Panteleimon,Крема,http://ortodossia.org/,Italy,via Civerchi 6 Crema,45.3638312,9.6886335
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Church of the great martyr Barbara,Крефельд,www.rokmp.de,Germany,"Wielandstr. 11, 47799 Krefeld",51.3407183,6.5700911
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in the name of the Annunciation of the Most Holy Theotokos,Кьярі,http://ortodossia.org/,Italy,"Chiari (BS) via S. Sebastiano, 5",45.5327783,9.928666999999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Віденсько-Австрійська єпархія,Church of Saint Archangel Michael of God,Лаа ан дер Тайя,https://austria-diocese.com/,Austria,"Ruhhofstraße 93, Laa a. d. Thaya, 2136, Austria",48.73323,16.3993706
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community of the Holy Spirit,Лар,www.rokmp.de,Germany,Untere Hauptstraße 33 77933 Lahr/Schwarzwald,48.3656973,7.833309
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Hermitage in honor of the Holy Spirit,Ле-Меніль-Сен-Дені,https://cerkov-ru.com/,France,"France, avenue des Bruyères - 78320 Le Mesnil-Saint-Denis Yvelines",48.7395338,1.9368783
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Parish of St. Apostle and evangelist Matthew,Левен,https://www.archiepiskopia.be/,Belgium,"Tervuursestraat, 56, Bruxelles",50.8783787,4.6876628
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Church of the Exaltation of the Fair and Life-Giving Cross,Легліз,https://www.archiepiskopia.be/,Belgium,"Rue de Luxembourg 76,
B-6860 Léglise",49.8006582,5.532817
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Temple-monument of Saint Oleksii, Metropolitan of Moscow",Лейпциг,www.rokmp.de,Germany,"Philipp-Rosenthal-Strasse 51a
04103 Leipzig",51.3241624,12.3969268
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Community in honor of Saint Nicholas the Wonderworker,Лекко,http://ortodossia.org/,Italy,"via Seminario 35, Lecco",45.8640038,9.3946322
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish of St. Equal-to-the-Apostles Mary Magdalene,Леньяно,http://ortodossia.org/,Italy,"via Ponzella 40, Legnano (MI)",45.58703089999999,8.896419999999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Hilarion of Vereisky,Лер,www.rokmp.de,Germany,"Ringstraße 40, 26789 Leer (Ostfriesland)",53.2397849,7.462548000000001
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Diocesan community of the Kazan Icon of the Mother of God,Леттеркенні,http://www.sourozh.org/,Ireland,"IOSAS Center, Derryvane, Muff, Co Donegal",55.0543574,-7.3285746
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Гаазька і Нідерландська єпархія,Church of John the Baptist in Leeuwarden,Леуварден,www.russian-diocese.nl,Netherlands,"De Hooidollen 17, 8918 HV Leeuwarden",53.2160048,5.7910257
